priority_rank,canonical_condition,canonical_condition_id,variant_id,question_id,question_text,contexts,source,reuse_bank_count,current_selection_level,current_urgency,default_selected,required,red_flag,clinical_rationale,follow_up_behavior,current_branching,feedback_action,proposed_text,proposed_selection_level,proposed_urgency,proposed_branching,reviewer,reviewed_at,rationale,disposition,accepted_by,accepted_at,feedback_id,row_type,bank_id,current_bank_version,current_question_version
4,Type 2 Diabetes,type_2_diabetes,ophthalmic_complication,ccm.transportation.barrier,Has transportation caused you to miss or delay health care or medication pickup?,intake; monthly_checkin; care_plan_review; annual_review,existing,8,optional,routine,false,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm.transportation.barrier-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""ccm_transportation_barrier"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:type_2_diabetes:ophthalmic_complication:ccm.transportation.barrier,question,ccm-bank.type_2_diabetes,1,1
4,Type 2 Diabetes,type_2_diabetes,ophthalmic_complication,ccm.specialist.pending_followup,"Is any specialist recommendation, test, or follow-up still incomplete?",intake; monthly_checkin; care_plan_review; annual_review,existing,47,recommended,routine,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm.specialist.pending_followup-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""ccm_specialist_pending_followup"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:type_2_diabetes:ophthalmic_complication:ccm.specialist.pending_followup,question,ccm-bank.type_2_diabetes,1,1
4,Type 2 Diabetes,type_2_diabetes,foot_ulcer,ccm.pain.severity,What is your pain level today from 0 to 10?,intake; monthly_checkin; care_plan_review; annual_review,existing,20,recommended,same_day,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""high-pain"",""when"":{""operator"":""greater_than_or_equal"",""value"":8},""actions"":[{""type"":""flag_for_review"",""code"":""high_pain"",""urgency"":""same_day"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:type_2_diabetes:foot_ulcer:ccm.pain.severity,question,ccm-bank.type_2_diabetes,1,1
4,Type 2 Diabetes,type_2_diabetes,foot_ulcer,ccm.coordination.open_need,"Do you need help arranging care, equipment, referrals, records, or services?",intake; monthly_checkin; care_plan_review; annual_review,existing,10,recommended,routine,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm.coordination.open_need-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""ccm_coordination_open_need"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:type_2_diabetes:foot_ulcer:ccm.coordination.open_need,question,ccm-bank.type_2_diabetes,1,1
4,Type 2 Diabetes,type_2_diabetes,acute_metabolic_complication,ccm.hospital.had_admission,Have you been admitted to a hospital since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,10,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""hospital-flow"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.hospital.discharge_date"",""ccm.hospital.reason"",""ccm.hospital.followup_complete""]}]}]}",,,,,,,,,pending,,,question:type_2_diabetes:acute_metabolic_complication:ccm.hospital.had_admission,question,ccm-bank.type_2_diabetes,1,1
4,Type 2 Diabetes,type_2_diabetes,acute_metabolic_complication,ccm.emergency.had_visit,Have you visited an emergency department or urgent-care center since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,4,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""emergency-flow"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.emergency.visit_date"",""ccm.emergency.reason"",""ccm.emergency.followup_complete""]}]}]}",,,,,,,,,pending,,,question:type_2_diabetes:acute_metabolic_complication:ccm.emergency.had_visit,question,ccm-bank.type_2_diabetes,1,1
4,Type 2 Diabetes,type_2_diabetes,acute_metabolic_complication,ccm.coordination.open_need,"Do you need help arranging care, equipment, referrals, records, or services?",intake; monthly_checkin; care_plan_review; annual_review,existing,10,recommended,routine,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm.coordination.open_need-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""ccm_coordination_open_need"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:type_2_diabetes:acute_metabolic_complication:ccm.coordination.open_need,question,ccm-bank.type_2_diabetes,1,1
5,Coronary Artery Disease,coronary_artery_disease,,ccm.general.health_change,Has your health changed since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,81,required,soon,true,true,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""general-health-worse"",""when"":{""operator"":""equals"",""value"":""worse""},""actions"":[{""type"":""flag_for_review"",""code"":""health_worsening"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:coronary_artery_disease:base:ccm.general.health_change,question,ccm-bank.coronary_artery_disease,1,1
5,Coronary Artery Disease,coronary_artery_disease,,ccm.cardiac.chest_discomfort,Have you had new or worsening chest pressure or discomfort?,intake; monthly_checkin; care_plan_review,new,3,recommended,urgent,true,false,true,Screens for a potentially urgent cardiac symptom.,A yes response creates a urgent clinical-review flag.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-cardiac-chest_discomfort-yes"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""new_or_worsening_chest_discomfort"",""urgency"":""urgent"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:coronary_artery_disease:base:ccm.cardiac.chest_discomfort,question,ccm-bank.coronary_artery_disease,1,1
5,Coronary Artery Disease,coronary_artery_disease,,ccm.function.daily_activity_difficulty,Are health problems making daily activities harder?,intake; monthly_checkin; care_plan_review; annual_review,existing,72,recommended,soon,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""function-review"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""functional_decline"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:coronary_artery_disease:base:ccm.function.daily_activity_difficulty,question,ccm-bank.coronary_artery_disease,1,1
5,Coronary Artery Disease,coronary_artery_disease,,ccm.medication.has_issue,Are you having any problem taking or obtaining your medications?,intake; monthly_checkin; care_plan_review; annual_review,existing,78,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""medication-issue-details"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.medication.issue_reasons"",""ccm.medication.provider_aware""]}]}]}",,,,,,,,,pending,,,question:coronary_artery_disease:base:ccm.medication.has_issue,question,ccm-bank.coronary_artery_disease,1,1
5,Coronary Artery Disease,coronary_artery_disease,,ccm.treatment.plan_barrier,Is anything making it difficult to follow the care plan for this condition?,intake; monthly_checkin; care_plan_review,new,52,recommended,routine,true,false,false,"Identifies adherence, access, understanding, and feasibility barriers without assuming a specific treatment.",A yes response creates a routine coordinator task to identify and address the barrier.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-treatment-plan_barrier-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""condition_care_plan_barrier"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:coronary_artery_disease:base:ccm.treatment.plan_barrier,question,ccm-bank.coronary_artery_disease,1,1
5,Coronary Artery Disease,coronary_artery_disease,,ccm.bp.latest_systolic,What was your most recent systolic blood pressure reading?,intake; monthly_checkin; care_plan_review; annual_review,existing,11,recommended,urgent,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""bp-very-high"",""when"":{""operator"":""greater_than_or_equal"",""value"":180},""actions"":[{""type"":""flag_for_review"",""code"":""very_high_systolic"",""urgency"":""urgent"",""providerNotification"":true}]},{""id"":""bp-low"",""when"":{""operator"":""less_than"",""value"":90},""actions"":[{""type"":""flag_for_review"",""code"":""low_systolic"",""urgency"":""same_day"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:coronary_artery_disease:base:ccm.bp.latest_systolic,question,ccm-bank.coronary_artery_disease,1,1
5,Coronary Artery Disease,coronary_artery_disease,,ccm.anticoag.bleeding,"If you use a blood thinner, have you had unusual bleeding or large unexplained bruises?",intake; monthly_checkin; care_plan_review,new,3,optional,same_day,false,false,true,Screens for anticoagulant harm without assuming use.,A yes response creates a same_day clinical-review flag.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-anticoag-bleeding-yes"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""possible_anticoagulant_bleeding"",""urgency"":""same_day"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:coronary_artery_disease:base:ccm.anticoag.bleeding,question,ccm-bank.coronary_artery_disease,1,1
5,Coronary Artery Disease,coronary_artery_disease,,ccm.specialist.visit_change,Has a specialist changed this condition's treatment plan since the last contact?,intake; monthly_checkin; care_plan_review,new,37,optional,routine,false,false,false,Captures treatment changes that may require medication reconciliation or care-plan updates.,A yes response creates a routine coordinator task to reconcile the updated specialist plan.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-specialist-visit_change-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""specialist_plan_reconciliation"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:coronary_artery_disease:base:ccm.specialist.visit_change,question,ccm-bank.coronary_artery_disease,1,1
5,Coronary Artery Disease,coronary_artery_disease,,ccm.goal.priority,What health or daily-life goal matters most to you now?,intake; care_plan_review; annual_review,existing,79,optional,,false,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:coronary_artery_disease:base:ccm.goal.priority,question,ccm-bank.coronary_artery_disease,1,1
6,Gastroesophageal Reflux Disease,gerd,,ccm.general.health_change,Has your health changed since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,81,required,soon,true,true,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""general-health-worse"",""when"":{""operator"":""equals"",""value"":""worse""},""actions"":[{""type"":""flag_for_review"",""code"":""health_worsening"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:gerd:base:ccm.general.health_change,question,ccm-bank.gerd,1,1
